atomic_stat,avg_odds,bets_with_units,direction,losses,market_type,n,net_units,odds_count,odds_sum,pushes,rating_bucket,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
,-105.5,2,DAL,2,spread,2,-2.05,2,-211.0,0,unrated,-1.0,oddstrader,2.05,0,0.0,0.0,0
,-108.5,2,DEN,1,spread,2,-0.07500000000000007,2,-217.0,0,unrated,-0.03605769230769234,oddstrader,2.08,0,0.0945,0.5,1
,-111.0,3,GSW,1,spread,3,-0.12,3,-333.0,1,unrated,-0.03797468354430379,oddstrader,3.16,0,0.0945,0.5,1
,-105.0,2,HOU,0,spread,2,1.9529999999999998,2,-210.0,0,unrated,0.9526829268292683,oddstrader,2.05,0,0.3424,1.0,2
,-105.5,2,IND,0,spread,2,1.943,2,-211.0,0,unrated,0.9478048780487806,oddstrader,2.05,0,0.3424,1.0,2
,-109.5,2,POR,0,spread,2,1.9089999999999998,2,-219.0,0,unrated,0.9133971291866029,oddstrader,2.09,0,0.3424,1.0,2
,-110.0,2,SAS,0,spread,2,1.91,2,-220.0,0,unrated,0.9095238095238094,oddstrader,2.1,0,0.3424,1.0,2
,-110.0,2,WAS,1,spread,2,-0.09700000000000009,2,-220.0,0,unrated,-0.046190476190476226,oddstrader,2.1,0,0.0945,0.5,1
pts_ast,-110.0,2,OVER,1,player_prop,2,-0.04500000000000004,1,-110.0,0,unrated,-0.021951219512195145,sportsline,2.05,0,0.0945,0.5,1
,-110.0,2,OVER,0,total,2,0.955,1,-110.0,0,unrated,0.4658536585365854,vegasinsider,2.05,0,0.3424,1.0,2
blocks,,0,UNDER,0,player_prop,1,0.0,0,0.0,0,unrated,,action,0.0,1,0.2065,1.0,1
,-110.0,1,BOS,0,spread,1,0.955,1,-110.0,0,unrated,0.9095238095238094,action,1.05,0,0.2065,1.0,1
,-115.0,1,HOU,0,spread,1,0.93,1,-115.0,0,unrated,0.8691588785046729,action,1.07,0,0.2065,1.0,1
,-103.0,1,LAC,1,spread,1,-1.01,1,-103.0,0,unrated,-1.0,action,1.01,0,0.0,0.0,0
,-102.0,1,MIN,1,spread,1,-1.01,1,-102.0,0,unrated,-1.0,action,1.01,0,0.0,0.0,0
,108.0,1,PHI,1,spread,1,-0.96,1,108.0,0,unrated,-1.0,action,0.96,0,0.0,0.0,0
pts_reb_ast,-125.0,1,OVER,0,player_prop,1,0.888,1,-125.0,0,3_star,0.7999999999999999,betql,1.11,0,0.2065,1.0,1
,,0,CLE,0,spread,1,0.0,0,0.0,0,3_star,,betql,0.0,1,0.2065,1.0,1
,,1,HOU,1,spread,1,-1.0,0,0.0,0,3_star,-1.0,betql,1.0,0,0.0,0.0,0
,,0,PHI,0,spread,1,0.0,0,0.0,0,3_star,,betql,0.0,1,0.2065,1.0,1
,,1,SAC,1,spread,1,-1.0,0,0.0,0,3_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,TOR,1,spread,1,-1.0,0,0.0,0,3_star,-1.0,betql,1.0,0,0.0,0.0,0
,,0,WAS,0,spread,1,0.0,0,0.0,0,3_star,,betql,0.0,1,0.2065,1.0,1
,,0,ATL,0,spread,1,0.0,0,0.0,0,4_star,,betql,0.0,1,0.2065,1.0,1
,,1,DET,1,spread,1,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,LAC,1,spread,1,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,0,0.0,0.0,0
,,0,NOP,0,spread,1,0.0,0,0.0,0,4_star,,betql,0.0,1,0.2065,1.0,1
,,0,OKC,0,spread,1,0.0,0,0.0,0,4_star,,betql,0.0,1,0.2065,1.0,1
,,0,PHI,0,spread,1,0.0,0,0.0,0,4_star,,betql,0.0,1,0.2065,1.0,1
,,1,PHX,1,spread,1,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,0,0.0,0.0,0
,,0,SAS,0,spread,1,0.0,0,0.0,0,4_star,,betql,0.0,1,0.2065,1.0,1
,,1,TOR,1,spread,1,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,UTA,1,spread,1,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,WAS,1,spread,1,-1.0,0,0.0,0,4_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,BOS,1,spread,1,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,0,0.0,0.0,0
,,0,CHA,0,spread,1,0.0,0,0.0,0,5_star,,betql,0.0,1,0.2065,1.0,1
,,0,DEN,0,spread,1,0.0,0,0.0,0,5_star,,betql,0.0,1,0.2065,1.0,1
,,1,MIN,1,spread,1,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,POR,1,spread,1,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,SAC,1,spread,1,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,0,0.0,0.0,0
,,1,SAS,1,spread,1,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,0,0.0,0.0,0
,,0,UTA,0,spread,1,0.0,0,0.0,0,5_star,,betql,0.0,1,0.2065,1.0,1
,,1,WAS,1,spread,1,-1.0,0,0.0,0,5_star,-1.0,betql,1.0,0,0.0,0.0,0
points,,0,UNDER,0,player_prop,1,0.0,0,0.0,0,unrated,,bettingpros_experts,0.0,1,0.2065,1.0,1
threes,,1,UNDER,1,player_prop,1,-1.0,0,0.0,0,unrated,-1.0,bettingpros_experts,1.0,0,0.0,0.0,0
,,1,CHI,1,spread,1,-1.0,0,0.0,0,unrated,-1.0,bettingpros_experts,1.0,0,0.0,0.0,0
,,0,LAL,0,spread,1,0.0,0,0.0,0,unrated,,bettingpros_experts,0.0,1,0.2065,1.0,1
,-109.0,1,MEM,0,spread,1,0.954,1,-109.0,0,unrated,0.9173076923076923,bettingpros_experts,1.04,0,0.2065,1.0,1
,,0,OKC,0,spread,1,0.0,0,0.0,0,unrated,,bettingpros_experts,0.0,1,0.2065,1.0,1
,-120.0,1,OVER,1,total,1,-1.09,1,-120.0,0,unrated,-1.0,bettingpros_experts,1.09,0,0.0,0.0,0
points,-105.0,1,UNDER,1,player_prop,1,-1.02,1,-105.0,0,1_star,-1.0,covers,1.02,0,0.0,0.0,0
assists,-180.0,1,OVER,0,player_prop,1,0.717,1,-180.0,0,3_star,0.555813953488372,covers,1.29,0,0.2065,1.0,1
threes,145.0,1,OVER,1,player_prop,1,-0.82,1,145.0,0,3_star,-1.0,covers,0.82,0,0.0,0.0,0
,-122.0,1,LAC,0,spread,1,0.902,1,-122.0,0,unrated,0.82,covers,1.1,0,0.2065,1.0,1
,,0,LAL,1,spread,1,0.0,0,0.0,0,unrated,,covers,0.0,1,0.0,0.0,0
,-13.0,1,MIA,0,spread,1,1.923,1,-13.0,0,unrated,7.692,covers,0.25,0,0.2065,1.0,1
,-122.0,1,MIN,0,spread,1,0.902,1,-122.0,0,unrated,0.82,covers,1.1,0,0.2065,1.0,1
,-110.0,1,OKC,0,spread,1,0.955,1,-110.0,0,unrated,0.9095238095238094,covers,1.05,0,0.2065,1.0,1
