avg_odds,bets_with_units,by_market,expert_name,losses,n,net_units,odds_count,odds_sum,pushes,roi,source_id,total_stake,units_missing_count,wilson_lower,win_pct,wins
217.2,55,"{""player_prop"": {""losses"": 25, ""n"": 55, ""net_units"": 31.261, ""wilson_lower"": 0.4061, ""win_pct"": 0.5370370370370371, ""wins"": 29}}",sXeBets,25,55,31.260999999999985,55,11946.0,1,0.24962868322286977,juicereel_sxebets,125.23000000000002,0,0.4061,0.5370370370370371,29
-120.8076923076923,52,"{""moneyline"": {""losses"": 3, ""n"": 4, ""net_units"": -3.24, ""wilson_lower"": 0.0456, ""win_pct"": 0.25, ""wins"": 1}, ""player_prop"": {""losses"": 10, ""n"": 40, ""net_units"": 13.32, ""wilson_lower"": 0.5892, ""win_pct"": 0.7435897435897436, ""wins"": 29}, ""spread"": {""losses"": 2, ""n"": 3, ""net_units"": -1.447, ""wilson_lower"": 0.0615, ""win_pct"": 0.3333333333333333, ""wins"": 1}, ""total"": {""losses"": 4, ""n"": 5, ""net_units"": -2.926, ""wilson_lower"": 0.0362, ""win_pct"": 0.2, ""wins"": 1}}",mullinsjeff76,19,52,5.706999999999995,52,-6282.0,1,0.09570685896360895,bettingpros_experts,59.62999999999994,0,0.4902,0.6274509803921569,32
69.78125,44,"{""moneyline"": {""losses"": 1, ""n"": 1, ""net_units"": -0.85, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""player_prop"": {""losses"": 24, ""n"": 49, ""net_units"": -6.717, ""wilson_lower"": 0.3412, ""win_pct"": 0.4782608695652174, ""wins"": 22}, ""spread"": {""losses"": 1, ""n"": 1, ""net_units"": -0.62, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""total"": {""losses"": 2, ""n"": 2, ""net_units"": -2.07, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",Bdodson420,28,53,-10.257000000000003,32,2233.0,3,-0.25927704752275016,bettingpros_experts,39.560000000000024,9,0.3116,0.44,22
-139.3469387755102,49,"{""moneyline"": {""losses"": 4, ""n"": 8, ""net_units"": -1.513, ""wilson_lower"": 0.2152, ""win_pct"": 0.5, ""wins"": 4}, ""player_prop"": {""losses"": 10, ""n"": 17, ""net_units"": -7.349, ""wilson_lower"": 0.1848, ""win_pct"": 0.375, ""wins"": 6}, ""spread"": {""losses"": 9, ""n"": 22, ""net_units"": 1.566, ""wilson_lower"": 0.3873, ""win_pct"": 0.5909090909090909, ""wins"": 13}, ""total"": {""losses"": 1, ""n"": 2, ""net_units"": -0.131, ""wilson_lower"": 0.0945, ""win_pct"": 0.5, ""wins"": 1}}",matt4649,24,49,-7.427000000000001,49,-6828.0,1,-0.13145132743362833,bettingpros_experts,56.5,0,0.3639,0.5,24
-73.04255319148936,47,"{""moneyline"": {""losses"": 1, ""n"": 1, ""net_units"": -1.11, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""player_prop"": {""losses"": 14, ""n"": 43, ""net_units"": 10.731, ""wilson_lower"": 0.5155, ""win_pct"": 0.6666666666666666, ""wins"": 28}, ""spread"": {""losses"": 1, ""n"": 1, ""net_units"": -0.49, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}, ""total"": {""losses"": 2, ""n"": 2, ""net_units"": -2.0, ""wilson_lower"": 0.0, ""win_pct"": 0.0, ""wins"": 0}}",allcylinderscars,18,47,7.1309999999999985,47,-3433.0,1,0.14247752247752246,bettingpros_experts,50.05,0,0.4646,0.6086956521739131,28
-336.46938775510205,49,"{""player_prop"": {""losses"": 15, ""n"": 49, ""net_units"": -5.109, ""wilson_lower"": 0.5207, ""win_pct"": 0.6666666666666666, ""wins"": 30}}",TyRo24,15,49,-5.109,49,-16487.0,4,-0.07228353140916809,bettingpros_experts,70.67999999999999,0,0.5207,0.6666666666666666,30
-111.04878048780488,41,"{""spread"": {""losses"": 19, ""n"": 41, ""net_units"": 0.883, ""wilson_lower"": 0.3875, ""win_pct"": 0.5365853658536586, ""wins"": 22}}",Bruce Marshall,19,41,0.8829999999999958,41,-4553.0,0,0.02044928207503464,sportsline,43.18,0,0.3875,0.5365853658536586,22
-136.74418604651163,43,"{""moneyline"": {""losses"": 3, ""n"": 7, ""net_units"": -1.324, ""wilson_lower"": 0.2505, ""win_pct"": 0.5714285714285714, ""wins"": 4}, ""player_prop"": {""losses"": 11, ""n"": 26, ""net_units"": -0.465, ""wilson_lower"": 0.3507, ""win_pct"": 0.5416666666666666, ""wins"": 13}, ""spread"": {""losses"": 2, ""n"": 4, ""net_units"": -0.336, ""wilson_lower"": 0.15, ""win_pct"": 0.5, ""wins"": 2}, ""total"": {""losses"": 2, ""n"": 6, ""net_units"": 1.247, ""wilson_lower"": 0.3, ""win_pct"": 0.6666666666666666, ""wins"": 4}}",Pana10,18,43,-0.8780000000000002,43,-5880.0,2,-0.017962356792144033,bettingpros_experts,48.879999999999995,0,0.4104,0.5609756097560976,23
-72.02564102564102,39,"{""moneyline"": {""losses"": 0, ""n"": 1, ""net_units"": 1.45, ""wilson_lower"": 0.2065, ""win_pct"": 1.0, ""wins"": 1}, ""player_prop"": {""losses"": 16, ""n"": 38, ""net_units"": 2.959, ""wilson_lower"": 0.4219, ""win_pct"": 0.5789473684210527, ""wins"": 22}}",nukethebooks,16,39,4.408999999999999,39,-2809.0,0,0.16828244274809165,juicereel_nukethebooks,26.199999999999985,0,0.4342,0.5897435897435898,23
-557.6842105263158,38,"{""moneyline"": {""losses"": 5, ""n"": 38, ""net_units"": 9.322, ""wilson_lower"": 0.7267, ""win_pct"": 0.868421052631579, ""wins"": 33}}",ryanblattner51,5,38,9.322,38,-21192.0,0,0.1644962061055232,bettingpros_experts,56.669999999999995,0,0.7267,0.868421052631579,33
